"","X","region","population","sex","age","education","income","statusquo","vote","vote_yes"
"419",441,"C",250000,"F",57,"S",15000,0.26703,"Y",1
"420",442,"C",250000,"F",23,"S",15000,-1.21132,"A",NA
"421",443,"C",250000,"M",47,"P",15000,-1.29617,"A",NA
"422",444,"C",250000,"M",23,"P",7500,0.11608,"A",NA
"423",445,"C",250000,"F",29,"P",7500,0.11608,"U",NA
"424",446,"C",250000,"M",30,"P",7500,-0.96845,"N",0
"425",447,"C",250000,"F",38,"S",7500,0.29811,"U",NA
"426",448,"C",250000,"F",22,"P",2500,-0.93017,"N",0
"427",449,"C",250000,"F",41,"S",2500,-1.27556,"U",NA
"428",450,"C",250000,"M",58,"P",35000,-0.91779,"A",NA
"429",452,"C",250000,"F",29,"S",15000,0.31346,"U",NA
"430",454,"C",250000,"M",28,"P",7500,-1.29617,"N",0
"431",455,"C",250000,"M",44,"S",7500,1.37208,"Y",1
"432",456,"C",250000,"M",30,"S",2500,-1.29617,"N",0
"433",457,"C",250000,"F",34,"PS",15000,-1.29617,"N",0
"434",458,"C",250000,"F",43,"P",35000,-0.56792,"Y",1
"435",459,"C",250000,"M",70,"S",35000,-0.94371,"N",0
"436",460,"C",250000,"M",50,"S",75000,0.53491,"Y",1
"437",461,"C",250000,"F",28,"S",75000,-1.27876,"N",0
"438",462,"C",250000,"M",65,"P",2500,1.47262,"Y",1
"439",463,"C",250000,"M",30,"P",7500,1.1925,"U",NA
"440",464,"C",250000,"F",22,"S",7500,-1.33198,"N",0
"441",465,"C",250000,"F",69,"S",75000,0.73645,"U",NA
"442",466,"C",250000,"M",33,"PS",75000,-1.29617,"N",0
"443",467,"C",250000,"F",36,"S",7500,0.2074,"A",NA
"444",468,"C",250000,"M",67,"S",35000,-1.29617,"N",0
"445",469,"C",250000,"F",70,"P",35000,-1.29617,"N",0
"446",470,"C",250000,"F",30,"S",15000,-1.29617,"N",0
"447",471,"C",250000,"M",58,"S",15000,1.09519,"Y",1
"448",472,"C",250000,"F",25,"S",35000,-0.65599,"N",0
"449",473,"C",250000,"F",42,"S",15000,-0.85881,"N",0
"450",474,"C",250000,"M",65,"S",35000,-1.29617,"N",0
"451",475,"C",250000,"M",24,"PS",15000,-1.03486,"N",0
"452",476,"C",250000,"F",19,"P",7500,0.4159,"Y",1
"453",477,"C",250000,"M",23,"S",35000,-0.75072,"N",0
"454",478,"C",250000,"M",39,"P",35000,-1.29617,"N",0
"455",479,"C",250000,"F",37,"P",15000,-1.00723,"Y",1
"456",480,"C",250000,"F",22,"P",15000,0.03479,"Y",1
"457",481,"C",250000,"M",25,"S",7500,0.04881,"U",NA
"458",482,"C",250000,"F",31,"P",35000,0.54258,"U",NA
"459",483,"C",250000,"F",42,"S",35000,1.23905,"U",NA
"460",484,"C",250000,"F",27,"S",35000,0.58567,"U",NA
"461",485,"C",250000,"M",70,"P",35000,-0.69434,"N",0
"462",486,"C",250000,"F",22,"P",35000,-1.1824,"N",0
"463",487,"C",250000,"F",47,"P",35000,0.127,"Y",1
"464",488,"C",250000,"M",22,"S",35000,-1.07569,"N",0
"465",489,"C",250000,"M",58,"PS",125000,-0.64344,"N",0
"466",490,"C",250000,"M",20,"S",75000,-0.98357,"U",NA
"467",491,"C",250000,"M",31,"S",35000,-1.15421,"N",0
"468",492,"C",250000,"F",65,"P",35000,0.04406,"U",NA
"469",493,"C",250000,"F",23,"S",35000,1.30163,"Y",1
"470",494,"C",250000,"M",39,"PS",75000,0.86302,"Y",1
"471",495,"C",250000,"M",27,"S",35000,0.87325,"Y",1
"472",496,"C",250000,"M",63,"S",35000,-0.84928,"N",0
"473",497,"C",250000,"F",57,"P",35000,-1.0169,"U",NA
"474",498,"C",250000,"F",48,"S",15000,0.27927,"A",NA
"475",499,"C",250000,"F",19,"S",75000,0.14576,"A",NA
"476",500,"C",250000,"M",27,"PS",200000,-0.22146,"Y",1
"477",501,"C",250000,"M",62,"P",15000,-1.29617,"N",0
"478",502,"C",250000,"M",19,"S",2500,-1.22301,"N",0
"479",503,"C",250000,"M",18,"S",2500,-1.30351,"Y",1
"480",504,"C",250000,"F",34,"S",7500,-1.25795,"N",0
"481",505,"C",250000,"F",39,"P",75000,1.50846,"Y",1
"482",506,"C",250000,"F",26,"PS",35000,-0.97459,"N",0
"483",507,"C",250000,"M",28,"PS",35000,-0.27603,"A",NA
"484",508,"C",250000,"M",59,"PS",200000,0.84207,"Y",1
"485",509,"C",250000,"F",53,"PS",15000,1.38659,"Y",1
"486",510,"C",250000,"F",26,"PS",125000,-0.8109,"N",0
"487",511,"C",250000,"F",56,"P",7500,-1.29617,"N",0
"488",512,"C",250000,"F",27,"S",35000,1.34452,"Y",1
"489",513,"C",250000,"M",65,"P",2500,-1.17732,"N",0
"490",514,"C",250000,"F",63,"P",15000,-1.29617,"N",0
"491",515,"C",250000,"M",29,"P",7500,-1.29617,"N",0
"492",516,"C",250000,"F",37,"PS",35000,-1.29617,"N",0
"493",517,"C",250000,"F",32,"S",200000,1.23437,"Y",1
"494",518,"C",250000,"M",25,"S",125000,-0.80253,"N",0
"495",519,"C",250000,"M",70,"S",75000,1.39831,"Y",1
"496",520,"C",250000,"M",60,"S",200000,1.3094,"Y",1
"497",521,"C",250000,"M",48,"S",200000,-0.54021,"N",0
"498",522,"C",250000,"F",70,"S",35000,-0.13432,"U",NA
"499",523,"C",250000,"F",22,"PS",75000,-1.06935,"N",0
"500",524,"C",250000,"F",30,"PS",35000,-0.1658,"Y",1
"501",525,"C",250000,"M",31,"PS",75000,1.13365,"Y",1
"502",526,"C",250000,"M",28,"S",15000,-0.32557,"U",NA
"503",527,"C",250000,"F",45,"S",35000,-0.90844,"N",0
"504",528,"C",250000,"F",70,"S",35000,-1.19739,"N",0
"505",529,"C",250000,"F",23,"PS",200000,-1.1886,"N",0
"506",530,"C",250000,"M",20,"PS",75000,-0.12758,"U",NA
"507",531,"C",250000,"M",52,"S",15000,0.29255,"U",NA
"508",532,"C",250000,"M",65,"PS",35000,1.5877,"Y",1
"509",533,"C",250000,"F",37,"S",7500,-1.29629,"N",0
"510",534,"C",250000,"M",24,"S",75000,-0.68517,"N",0
"511",535,"C",250000,"F",18,"S",15000,-1.25795,"N",0
"512",536,"C",250000,"M",41,"P",2500,-1.29617,"N",0
"513",537,"C",250000,"F",28,"S",15000,-1.25795,"N",0
"514",538,"C",250000,"F",19,"S",15000,-0.08274,"Y",1
"515",539,"C",250000,"M",21,"S",35000,-0.92488,"A",NA
"516",540,"C",250000,"F",36,"P",15000,-1.29617,"U",NA
"517",541,"C",8750,"F",27,"S",7500,0.3505,"U",NA
"518",542,"C",8750,"F",40,"S",15000,0.80306,"Y",1
"519",543,"C",8750,"M",25,"S",35000,-0.9788,"U",NA
"520",544,"C",8750,"F",69,"P",7500,1.32322,"Y",1
"521",545,"C",8750,"M",70,"P",200000,0.51325,"Y",1
"522",546,"C",8750,"M",39,"P",2500,-0.86279,"U",NA
"523",547,"C",8750,"M",70,"P",7500,0.35125,"U",NA
"524",548,"C",8750,"M",34,"P",15000,1.5877,"Y",1
"525",549,"C",8750,"F",24,"P",15000,1.12054,"Y",1
"526",550,"C",8750,"F",40,"P",2500,1.2206,"U",NA
"527",551,"C",8750,"M",35,"P",15000,-0.21059,"N",0
"528",552,"C",8750,"F",53,"P",35000,1.29609,"Y",1
"529",553,"C",8750,"M",31,"S",35000,1.48693,"Y",1
"530",554,"C",8750,"M",62,"P",75000,-1.14049,"N",0
"531",555,"C",8750,"F",33,"S",2500,-0.81005,"A",NA
"532",556,"C",8750,"M",20,"S",75000,-0.08662,"N",0
"533",557,"C",8750,"M",61,"P",75000,0.08005,"U",NA
"534",558,"C",8750,"F",20,"PS",35000,-0.88127,"N",0
"535",559,"C",8750,"F",50,"P",2500,-1.13456,"N",0
"536",561,"C",125000,"F",36,"S",35000,-1.18401,"N",0
"537",562,"C",125000,"M",63,"P",75000,-0.34932,"Y",1
"538",563,"C",125000,"M",59,"S",125000,1.33168,"Y",1
"539",564,"C",125000,"M",25,"PS",75000,-0.04547,"N",0
"540",565,"C",125000,"F",23,"S",35000,0.58791,"Y",1
"541",566,"C",125000,"M",21,"PS",75000,-1.14049,"N",0
"542",567,"C",125000,"F",34,"S",125000,-0.8795,"A",NA
"543",568,"C",125000,"F",58,"S",200000,1.21521,"Y",1
"544",569,"C",125000,"M",41,"S",75000,-0.55437,"N",0
"545",570,"C",125000,"F",19,"S",75000,1.01503,"U",NA
"546",571,"C",125000,"F",54,"P",15000,-0.5497,"N",0
"547",572,"C",125000,"F",20,"P",15000,1.13325,"U",NA
"548",573,"C",125000,"M",29,"S",75000,-1.03701,"N",0
"549",574,"C",125000,"M",63,"S",35000,-0.26969,"N",0
"550",575,"C",125000,"F",65,"P",7500,-1.28897,"U",NA
"551",576,"C",125000,"M",30,"S",15000,-0.76805,"A",NA
"552",577,"C",125000,"F",59,"P",15000,1.00672,"Y",1
"553",578,"C",125000,"F",29,"S",35000,1.06426,"A",NA
"554",579,"C",125000,"M",44,"P",15000,-0.13466,"N",0
"555",580,"C",125000,"F",32,"S",35000,-0.18149,"N",0
"556",581,"C",62500,"F",25,"P",2500,-1.29617,"N",0
"557",582,"C",62500,"F",38,"S",35000,0.76091,"Y",1
"558",583,"C",62500,"M",19,"S",75000,0.28186,"A",NA
"559",584,"C",62500,"F",29,"P",15000,0.00293,"Y",1
"560",585,"C",62500,"M",40,"P",7500,1.43009,"Y",1
"561",586,"C",62500,"M",48,"S",15000,-0.09579,"Y",1
"562",587,"C",62500,"F",21,"S",15000,-0.56194,"Y",1
"563",588,"C",62500,"M",27,"P",15000,1.5877,"Y",1
"564",589,"C",62500,"F",66,"P",35000,1.40283,"Y",1
"565",590,"C",62500,"M",36,"P",7500,-1.29617,"N",0
"566",591,"C",62500,"M",38,"PS",7500,-1.22503,"N",0
"567",593,"C",62500,"F",18,"P",7500,1.43653,"Y",1
"568",594,"C",62500,"F",40,"P",7500,-1.09176,"U",NA
"569",595,"C",62500,"F",53,"P",2500,-1.29617,"N",0
"570",596,"C",62500,"M",23,"S",15000,-0.60929,"N",0
"571",597,"C",62500,"M",60,"P",15000,1.19498,"Y",1
"572",598,"C",62500,"F",24,"P",75000,0.98906,"A",NA
"573",599,"C",62500,"M",26,"P",15000,0.85118,"U",NA
"574",600,"C",62500,"F",53,"P",15000,-1.29617,"N",0
"575",601,"C",175000,"F",39,"S",35000,1.24709,"Y",1
"576",602,"C",175000,"F",19,"S",15000,-0.66475,"Y",1
"577",603,"C",175000,"M",33,"S",15000,-1.22285,"N",0
"578",604,"C",175000,"F",21,"PS",35000,-1.29293,"A",NA
"579",605,"C",175000,"M",39,"S",35000,-0.5387,"A",NA
"580",606,"C",175000,"F",30,"P",15000,-0.26213,"U",NA
"581",608,"C",175000,"M",37,"S",35000,1.43793,"Y",1
"582",609,"C",175000,"F",38,"P",2500,-1.21695,"N",0
"583",610,"C",175000,"F",46,"P",2500,1.54808,"Y",1
"584",611,"C",175000,"M",21,"S",75000,0.90752,"Y",1
"585",612,"C",175000,"F",35,"S",200000,-1.00723,"N",0
"586",613,"C",175000,"F",64,"S",75000,-1.27876,"N",0
"587",614,"C",175000,"M",33,"PS",125000,-1.25795,"N",0
"588",615,"C",175000,"M",48,"S",75000,0.73356,"U",NA
"589",616,"C",175000,"F",55,"P",2500,1.46184,"U",NA
"590",617,"C",175000,"F",27,"S",7500,-0.49793,"A",NA
"591",618,"C",175000,"M",22,"S",35000,-1.05257,"N",0
"592",619,"C",175000,"M",36,"S",15000,-0.6507,"N",0
"593",620,"C",175000,"M",49,"P",15000,-0.13599,"U",NA
"594",621,"C",175000,"M",29,"PS",35000,0.6494,"A",NA
"595",622,"C",175000,"F",24,"S",7500,-0.98901,"N",0
"596",623,"C",175000,"M",30,"P",15000,-1.17312,"N",0
"597",625,"C",175000,"F",46,"P",15000,0.97835,"Y",1
"598",626,"C",175000,"M",18,"S",15000,-0.79884,"N",0
"599",627,"C",175000,"F",24,"S",15000,0.26893,"A",NA
"600",628,"C",175000,"F",56,"P",15000,1.51126,"Y",1
"601",629,"C",175000,"F",20,"S",15000,0.75833,"Y",1
"602",630,"C",175000,"M",40,"S",125000,1.38337,"Y",1
"603",631,"C",175000,"F",18,"PS",15000,-1.07377,"N",0
"604",632,"C",175000,"M",31,"PS",125000,0.14096,"U",NA
"605",633,"C",175000,"F",36,"S",35000,0.92806,"U",NA
"606",634,"C",175000,"F",39,"S",75000,0.51058,"U",NA
"607",635,"C",175000,"M",44,"S",2500,0.47079,"U",NA
"608",636,"C",175000,"F",29,"S",35000,1.11235,"Y",1
"609",637,"C",175000,"M",30,"P",15000,-0.69377,"N",0
"610",638,"C",175000,"F",50,"P",15000,-0.93468,"U",NA
"611",639,"C",175000,"M",66,"P",7500,0.55558,"Y",1
"612",640,"C",175000,"M",64,"P",15000,0.7835,"Y",1
"613",641,"C",15000,"F",54,"PS",75000,1.30775,"Y",1
"614",643,"C",15000,"M",25,"P",15000,-0.27405,"U",NA
"615",644,"C",15000,"M",54,"S",35000,0.96337,"Y",1
"616",646,"C",15000,"M",18,"PS",35000,-0.72698,"N",0
"617",647,"C",15000,"F",24,"S",35000,0.82449,"A",NA
"618",648,"C",15000,"F",23,"S",35000,1.28602,"Y",1
"619",649,"C",15000,"F",38,"S",7500,0.19175,"N",0
"620",650,"C",15000,"M",36,"S",15000,-1.11878,"N",0
"621",651,"C",15000,"F",33,"S",35000,1.47024,"Y",1
"622",652,"C",15000,"F",37,"PS",35000,1.34591,"Y",1
"623",653,"C",15000,"M",57,"S",75000,-0.29196,"U",NA
"624",654,"C",15000,"M",38,"P",15000,-0.56775,"N",0
"625",655,"C",15000,"M",34,"S",35000,-1.21974,"N",0
"626",656,"C",15000,"F",39,"P",7500,1.5877,"Y",1
"627",657,"C",15000,"F",59,"P",35000,0.49301,"U",NA
"628",658,"C",15000,"M",29,"S",15000,-1.22876,"A",NA
"629",659,"C",15000,"M",70,"P",15000,1.5877,"Y",1
"630",660,"C",15000,"F",34,"PS",35000,0.01279,"N",0
"631",661,"C",15000,"F",30,"S",35000,1.07897,"Y",1
"632",662,"C",15000,"M",35,"PS",15000,-0.97431,"N",0
"633",663,"C",15000,"F",27,"S",35000,1.32855,"U",NA
"634",666,"C",15000,"F",31,"S",2500,-0.92695,"N",0
"635",667,"C",15000,"M",34,"S",35000,-0.70263,"N",0
"636",668,"C",15000,"F",67,"P",15000,0.94646,"U",NA
"637",669,"C",15000,"M",61,"P",15000,0.56632,"U",NA
"638",670,"C",15000,"M",59,"P",15000,-1.14049,"N",0
"639",672,"C",15000,"M",44,"P",7500,0.89793,"Y",1
"640",673,"C",15000,"F",33,"P",7500,1.24161,"Y",1
"641",674,"C",15000,"M",34,"P",7500,-0.54032,"A",NA
"642",675,"C",15000,"M",22,"P",15000,-1.22503,"N",0
"643",677,"C",15000,"M",43,"P",75000,1.56817,"Y",1
"644",680,"C",15000,"M",68,"S",2500,-1.29617,"A",NA
"645",681,"C",15000,"F",40,"P",2500,0.39304,"A",NA
"646",683,"C",15000,"M",55,"P",15000,0.32051,"U",NA
"647",685,"C",15000,"M",22,"S",15000,-0.40299,"N",0
"648",686,"C",15000,"M",64,"P",7500,1.33395,"U",NA
"649",687,"C",15000,"M",22,"S",7500,-1.29617,"N",0
"650",688,"C",15000,"M",30,"P",7500,-1.29617,"N",0
"651",689,"C",15000,"F",21,"S",7500,0.40932,"U",NA
"652",690,"C",15000,"F",37,"P",7500,1.48894,"Y",1
"653",691,"C",15000,"F",38,"S",35000,1.51326,"Y",1
"654",692,"C",15000,"M",34,"S",7500,-1.14579,"N",0
"655",693,"C",15000,"F",30,"S",35000,-1.30485,"N",0
"656",694,"C",15000,"M",60,"P",7500,0.90604,"Y",1
"657",695,"C",15000,"M",45,"P",15000,0.81951,"Y",1
"658",696,"C",15000,"M",42,"P",7500,1.0111,"N",0
"659",697,"C",15000,"F",60,"P",35000,-0.92728,"U",NA
"660",698,"C",15000,"F",22,"S",35000,1.11308,"A",NA
"661",699,"C",15000,"M",23,"S",7500,0.12472,"U",NA
"662",700,"C",15000,"M",20,"PS",15000,-1.0234,"N",0
"663",703,"C",45000,"F",60,"P",2500,1.5877,"Y",1
"664",706,"C",45000,"M",53,"P",2500,-1.29617,"N",0
"665",708,"C",45000,"F",30,"P",7500,0.97,"U",NA
"666",709,"C",45000,"F",58,"P",15000,1.50846,"Y",1
"667",710,"C",45000,"M",28,"S",7500,-0.6341,"Y",1
"668",711,"C",45000,"F",42,"P",35000,0.1921,"U",NA
"669",712,"C",45000,"M",40,"PS",35000,1.44322,"Y",1
"670",713,"C",45000,"M",66,"P",15000,1.29875,"U",NA
"671",714,"C",45000,"M",28,"S",7500,-1.01171,"A",NA
"672",715,"C",45000,"F",60,"P",15000,-0.62453,"Y",1
"673",716,"C",45000,"F",30,"S",15000,-1.21873,"N",0
"674",717,"C",45000,"M",24,"P",15000,-1.29617,"N",0
"675",718,"C",45000,"M",63,"PS",75000,-0.98189,"N",0
"676",719,"C",45000,"F",25,"PS",35000,1.40361,"Y",1
"677",721,"C",25000,"F",49,"P",7500,-0.612,"U",NA
"678",722,"C",25000,"F",25,"P",15000,0.84305,"Y",1
"679",723,"C",25000,"F",37,"S",35000,0.63836,"U",NA
"680",724,"C",25000,"M",19,"S",75000,0.06239,"N",0
"681",725,"C",25000,"M",53,"S",35000,1.33246,"Y",1
"682",727,"C",25000,"F",37,"S",35000,0.16682,"U",NA
"683",729,"C",25000,"M",44,"S",35000,0.87593,"Y",1
"684",730,"C",25000,"M",31,"S",75000,0.16466,"U",NA
"685",731,"C",25000,"F",29,"S",35000,0.03032,"U",NA
"686",732,"C",25000,"F",21,"P",7500,0.78563,"A",NA
"687",733,"C",25000,"F",58,"P",7500,1.68665,"Y",1
"688",734,"C",25000,"M",22,"P",15000,-1.26325,"N",0
"689",735,"C",25000,"M",68,"P",2500,-0.80882,"N",0
"690",736,"C",25000,"F",47,"PS",15000,-0.67532,"U",NA
"691",737,"C",25000,"F",30,"P",15000,1.41999,"Y",1
"692",738,"C",25000,"M",21,"P",15000,-1.06433,"N",0
"693",739,"C",25000,"M",50,"S",35000,0.24274,"U",NA
"694",740,"C",25000,"M",38,"PS",35000,-0.75159,"N",0
"695",741,"C",87500,"F",19,"S",7500,-0.96542,"U",NA
"696",742,"C",87500,"F",60,"P",15000,-0.16861,"N",0
"697",743,"C",87500,"M",64,"P",7500,0.60565,"U",NA
"698",744,"C",87500,"M",25,"P",35000,0.36082,"A",NA
"699",745,"C",87500,"F",60,"P",15000,0.1327,"U",NA
"700",746,"C",87500,"M",27,"PS",75000,-0.73188,"N",0
"701",747,"C",87500,"M",26,"PS",35000,-1.14103,"N",0
"702",748,"C",87500,"F",23,"PS",35000,-0.96823,"N",0
"703",749,"C",87500,"F",60,"P",35000,1.03942,"Y",1
"704",750,"C",87500,"M",52,"PS",75000,-1.29617,"N",0
"705",751,"C",87500,"F",45,"PS",35000,0.32782,"Y",1
"706",752,"C",87500,"F",23,"P",15000,-0.52933,"U",NA
"707",754,"C",87500,"M",43,"P",15000,-1.11878,"N",0
"708",755,"C",87500,"M",35,"PS",75000,-1.29617,"N",0
"709",756,"C",87500,"F",22,"P",2500,1.3924,"Y",1
"710",757,"C",87500,"M",22,"P",15000,-0.80408,"N",0
"711",758,"C",87500,"F",51,"P",2500,1.47157,"Y",1
"712",759,"C",87500,"M",42,"P",15000,0.27852,"U",NA
"713",760,"C",87500,"M",44,"P",15000,-1.01069,"U",NA
"714",761,"C",175000,"F",37,"PS",35000,-1.05333,"N",0
"715",764,"C",175000,"M",40,"PS",35000,-0.12877,"N",0
"716",765,"C",175000,"F",19,"S",7500,0.13374,"U",NA
"717",766,"C",175000,"F",28,"S",7500,-1.11442,"U",NA
"718",767,"C",175000,"M",49,"P",15000,-1.19148,"N",0
"719",768,"C",175000,"M",55,"P",15000,-0.55326,"N",0
"720",769,"C",175000,"M",24,"P",15000,-1.25986,"N",0
"721",770,"C",175000,"F",44,"S",7500,-1.15622,"U",NA
"722",771,"C",175000,"M",20,"S",15000,0.27435,"A",NA
"723",772,"C",175000,"F",40,"PS",75000,0.79492,"U",NA
"724",775,"C",175000,"M",49,"PS",200000,-1.21834,"N",0
"725",776,"C",175000,"F",53,"S",15000,1.5877,"Y",1
"726",777,"C",175000,"F",20,"P",2500,1.1384,"Y",1
"727",778,"C",175000,"M",20,"S",15000,0.29898,"Y",1
"728",779,"C",175000,"F",27,"PS",35000,-1.18011,"N",0
"729",780,"C",175000,"M",36,"PS",75000,-0.70445,"N",0
"730",781,"C",175000,"F",18,"S",75000,0.98417,"A",NA
"731",782,"C",175000,"M",50,"P",15000,-1.29617,"N",0
"732",783,"C",175000,"F",40,"P",15000,-1.29617,"N",0
"733",784,"C",175000,"M",21,"S",75000,-1.29617,"N",0
"734",785,"C",175000,"M",43,"P",15000,-1.29617,"N",0
"735",786,"C",175000,"F",23,"S",7500,-0.81291,"A",NA
"736",787,"C",175000,"F",39,"P",7500,1.5877,"Y",1
"737",789,"C",175000,"M",54,"S",35000,1.21952,"U",NA
"738",790,"C",175000,"M",22,"S",35000,0.74317,"Y",1
"739",791,"C",175000,"F",42,"P",15000,-1.29617,"N",0
"740",792,"C",175000,"M",18,"S",75000,0.90886,"A",NA
"741",793,"C",175000,"F",20,"P",35000,-1.14456,"N",0
"742",794,"C",175000,"F",29,"S",15000,0.91463,"Y",1
"743",795,"C",175000,"M",40,"P",35000,0.78439,"U",NA
"744",796,"C",175000,"F",60,"P",7500,-1.15225,"N",0
"745",797,"C",175000,"F",35,"P",15000,0.9464,"Y",1
"746",798,"C",175000,"M",39,"P",7500,0.42314,"U",NA
"747",799,"C",175000,"M",26,"S",15000,-0.79157,"N",0
"748",801,"C",175000,"M",19,"PS",35000,0.35572,"Y",1
"749",802,"C",175000,"F",47,"P",15000,-0.32176,"U",NA
"750",803,"C",175000,"F",23,"S",7500,-0.7989,"A",NA
"751",804,"C",175000,"F",45,"P",7500,0.44717,"Y",1
"752",805,"C",175000,"M",52,"P",15000,1.22444,"U",NA
"753",807,"C",175000,"F",28,"PS",125000,0.06371,"Y",1
"754",808,"C",175000,"M",39,"PS",200000,-0.19457,"N",0
"755",809,"C",175000,"F",41,"PS",75000,1.41116,"Y",1
"756",810,"C",175000,"M",30,"S",15000,-0.61942,"U",NA
"757",811,"C",175000,"F",32,"S",15000,-0.99973,"N",0
"758",812,"C",175000,"M",29,"S",35000,-1.07308,"N",0
"759",813,"C",175000,"M",31,"PS",35000,-0.7163,"N",0
"760",815,"C",175000,"F",42,"PS",35000,-1.00592,"N",0
"761",816,"C",175000,"F",25,"S",15000,-0.97034,"U",NA
"762",817,"C",175000,"F",58,"P",7500,0.06874,"U",NA
"763",819,"C",175000,"M",28,"S",75000,-0.99275,"N",0
"764",820,"C",175000,"M",40,"P",15000,-0.08067,"U",NA
"765",821,"C",25000,"F",29,"P",7500,-0.78136,"U",NA
"766",822,"C",25000,"F",54,"P",7500,0.26943,"U",NA
"767",823,"C",25000,"M",33,"P",15000,1.17576,"U",NA
"768",824,"C",25000,"F",37,"P",15000,1.47615,"Y",1
"769",825,"C",25000,"M",54,"P",7500,0.96198,"Y",1
"770",826,"C",25000,"M",65,"P",15000,0.79963,"Y",1
"771",827,"C",25000,"F",29,"S",15000,-0.39404,"U",NA
"772",828,"C",25000,"M",19,"S",35000,-0.73973,"N",0
"773",829,"C",25000,"M",26,"PS",35000,-1.08349,"N",0
"774",830,"C",25000,"F",45,"P",15000,1.56861,"Y",1
"775",833,"C",25000,"F",34,"S",15000,-0.92196,"U",NA
"776",834,"C",25000,"M",39,"P",7500,-1.29617,"N",0
"777",835,"C",25000,"M",36,"P",7500,0.80323,"Y",1
"778",836,"C",25000,"M",47,"S",15000,0.29779,"Y",1
"779",837,"C",25000,"F",30,"P",7500,0.24277,"U",NA
"780",838,"C",25000,"F",59,"P",15000,1.5877,"Y",1
"781",839,"C",25000,"M",26,"PS",15000,-0.01365,"U",NA
"782",842,"C",62500,"M",52,"P",2500,-0.9757,"N",0
"783",843,"C",62500,"F",21,"P",15000,0.63187,"U",NA
"784",844,"C",62500,"M",19,"PS",75000,-0.64524,"N",0
"785",845,"C",62500,"F",20,"S",35000,0.81443,"Y",1
"786",846,"C",62500,"M",20,"S",7500,0.71902,"Y",1
"787",847,"C",62500,"F",47,"P",15000,0.35864,"Y",1
"788",848,"C",62500,"F",25,"S",15000,-1.08876,"N",0
"789",849,"C",62500,"M",42,"S",15000,1.09242,"Y",1
"790",850,"C",62500,"M",40,"P",35000,1.43653,"Y",1
"791",851,"C",62500,"F",29,"PS",75000,-0.83828,"N",0
"792",852,"C",62500,"F",58,"P",15000,0.32249,"A",NA
"793",853,"C",62500,"M",40,"PS",35000,-0.54836,"N",0
"794",854,"C",62500,"M",27,"PS",35000,-1.25795,"N",0
"795",855,"C",62500,"F",38,"S",75000,0.04945,"Y",1
"796",856,"C",62500,"F",30,"S",35000,0.78044,"U",NA
"797",857,"C",62500,"F",45,"P",35000,-1.25861,"N",0
"798",858,"C",62500,"M",21,"S",15000,0.0958,"U",NA
"799",859,"C",62500,"M",25,"S",35000,-1.00739,"N",0
"800",860,"C",62500,"M",50,"P",15000,-0.82423,"N",0
"801",861,"C",15000,"M",28,"P",7500,1.55041,"U",NA
"802",862,"C",15000,"F",24,"S",15000,1.21971,"U",NA
"803",864,"C",15000,"F",65,"S",15000,0.25733,"Y",1
"804",865,"C",15000,"M",42,"S",7500,-0.82337,"N",0
"805",866,"C",15000,"F",48,"P",15000,0.57449,"Y",1
"806",867,"C",15000,"F",25,"P",15000,0.71863,"U",NA
"807",869,"C",15000,"M",46,"S",35000,-0.2559,"N",0
"808",870,"C",15000,"M",44,"P",35000,-0.25763,"U",NA
"809",871,"C",15000,"M",23,"P",15000,0.41138,"A",NA
"810",872,"C",15000,"M",48,"P",7500,1.00124,"Y",1
"811",873,"C",15000,"M",29,"P",7500,1.28046,"Y",1
"812",875,"C",15000,"F",18,"P",2500,-0.76832,"Y",1
"813",876,"C",15000,"M",23,"S",7500,0.02383,"Y",1
"814",877,"C",15000,"M",70,"P",7500,-1.29617,"N",0
"815",878,"C",15000,"F",30,"S",7500,1.31961,"U",NA
"816",879,"C",15000,"F",46,"P",2500,0.69169,"Y",1
"817",880,"C",15000,"M",70,"P",7500,1.3601,"Y",1
"818",881,"C",25000,"F",69,"P",7500,1.32047,"Y",1
"819",882,"C",25000,"M",56,"P",7500,1.4702,"U",NA
"820",883,"C",25000,"M",22,"P",7500,1.35787,"Y",1
"821",885,"C",25000,"M",34,"S",15000,0.39928,"U",NA
"822",886,"C",25000,"F",19,"S",15000,0.90219,"U",NA
"823",887,"C",25000,"F",20,"P",35000,1.08088,"Y",1
"824",888,"C",25000,"M",29,"S",35000,0.65511,"U",NA
"825",889,"C",25000,"F",46,"P",2500,0.75797,"Y",1
"826",890,"C",25000,"M",61,"P",2500,1.47615,"Y",1
"827",891,"C",25000,"M",65,"P",15000,0.6589,"U",NA
"828",892,"C",25000,"F",41,"P",7500,1.4045,"Y",1
"829",893,"C",25000,"M",18,"P",2500,-1.22876,"N",0
"830",894,"C",25000,"M",50,"P",7500,1.45616,"Y",1
"831",895,"C",25000,"F",28,"S",15000,1.55465,"Y",1
"832",896,"C",25000,"F",19,"S",7500,1.50229,"Y",1
"833",897,"C",25000,"M",27,"S",15000,0.58726,"A",NA
"834",898,"C",25000,"F",39,"P",7500,0.76371,"U",NA
"835",899,"C",25000,"M",70,"P",7500,1.04827,"U",NA
"836",900,"C",25000,"F",45,"P",7500,0.40629,"U",NA
"837",902,"C",25000,"F",32,"P",7500,1.5877,"Y",1
